1860,68993041,QUERY_DIR,131448541796028409
1860,68993041,QUERY_DIR,131448541796032702
1860,68993041,QUERY_DIR,131448541796033536
1860,68993041,CLOSE,131448541796034433
1860,2132978640,QUERY_DIR,131448541796045214
1860,2132978640,QUERY_DIR,131448541796046115
1860,2132978640,QUERY_DIR,131448541796058181
1860,2132978640,CLOSE,131448541796059145
1860,3916571678,QUERY_DIR,131448541796069961
1860,3916571678,QUERY_DIR,131448541796070738
1860,3916571678,QUERY_DIR,131448541796071349
1860,3916571678,CLOSE,131448541796072143
1860,3289352573,EXTENSION,131448541802420891
4064,1615841650,QUERY_DIR,131448541802430551
4064,1615841650,CLOSE,131448541802432671
2764,3411640957,QUERY_DIR,131448541804974204
2764,3411640957,CLOSE,131448541804975427
2764,4076594001,EXTENSION,131448541805283487
2764,4076594001,OPEN,131448541805283906
2764,4076594001,CLOSE,131448541805284344
2764,4076594001,OPEN,131448541805286401
2764,4076594001,CLOSE,131448541805287931
2764,4076594001,OPEN,131448541805289507
2764,4076594001,READ,131448541805290595
2764,4076594001,READ,131448541805290863
2764,4076594001,CLOSE,131448541805291349
2764,3411640957,OPEN,131448541805574092
2764,3411640957,QUERY_DIR,131448541805574610
2764,3411640957,CLOSE,131448541805575060
2764,3411640957,OPEN,131448541805768469
2764,3411640957,QUERY_DIR,131448541805768982
2764,3411640957,CLOSE,131448541805769433
2764,3411640957,OPEN,131448541806172511
2764,3411640957,QUERY_DIR,131448541806172909
2764,3411640957,CLOSE,131448541806173199
2764,3411640957,OPEN,131448541806177192
2764,3411640957,QUERY_DIR,131448541806177460
2764,3411640957,CLOSE,131448541806177710
1860,68993041,OPEN,131448541806179089
1860,68993041,CLOSE,131448541806179298
1860,68993041,OPEN,131448541806180222
1860,68993041,CLOSE,131448541806180410
1860,68993041,OPEN,131448541806181235
1860,68993041,QUERY_DIR,131448541806181418
1860,68993041,QUERY_DIR,131448541806181646
1860,68993041,QUERY_DIR,131448541806181753
1860,68993041,CLOSE,131448541806181936
1860,2132978640,OPEN,131448541806183056
1860,2132978640,CLOSE,131448541806183239
1860,2132978640,OPEN,131448541806183984
1860,2132978640,CLOSE,131448541806184153
1860,2132978640,OPEN,131448541806184916
1860,2132978640,QUERY_DIR,131448541806185086
1860,2132978640,QUERY_DIR,131448541806185300
1860,2132978640,QUERY_DIR,131448541806189352
1860,2132978640,CLOSE,131448541806189548
1860,3916571678,OPEN,131448541806190873
1860,3916571678,CLOSE,131448541806191070
1860,3916571678,OPEN,131448541806191806
1860,3916571678,CLOSE,131448541806191989
1860,3916571678,OPEN,131448541806192734
1860,3916571678,QUERY_DIR,131448541806192904
1860,3916571678,QUERY_DIR,131448541806193082
1860,3916571678,QUERY_DIR,131448541806193185
1860,3916571678,CLOSE,131448541806193359
2764,3411640957,OPEN,131448541806223215
2764,3411640957,QUERY_DIR,131448541806223764
2764,3411640957,CLOSE,131448541806224558
2764,3411640957,OPEN,131448541806227401
2764,3411640957,QUERY_DIR,131448541806227664
2764,3411640957,CLOSE,131448541806227905
2764,3411640957,OPEN,131448541806238280
2764,3411640957,QUERY_DIR,131448541806238552
2764,3411640957,CLOSE,131448541806238797
2764,3411640957,OPEN,131448541806545737
2764,3411640957,QUERY_DIR,131448541806546135
2764,3411640957,CLOSE,131448541806546438
2764,2375806173,EXTENSION,131448541806552350
2764,2375806173,OPEN,131448541806552582
2764,2375806173,CLOSE,131448541806553136
2764,3411640957,QUERY_DIR,131448541806576379
2764,2064175623,OPEN,131448541806586843
2764,2064175623,CLOSE,131448541806587392
2764,3411640957,QUERY_DIR,131448541806599855
2764,3411640957,CLOSE,131448541806600127
2764,2375806173,OPEN,131448541806601394
2764,2375806173,CLOSE,131448541806601760
2764,3411640957,QUERY_DIR,131448541806609873
2764,3411640957,CLOSE,131448541806610212
2764,2196055950,OPEN,131448541806611724
2764,2196055950,CLOSE,131448541806612269
2764,2064175623,OPEN,131448541806652683
2764,2064175623,CLOSE,131448541806653250
2764,2196055950,OPEN,131448541806669234
2764,2196055950,CLOSE,131448541806669519
2764,2845002167,QUERY_DIR,131448541814363661
