1860,3916571678,QUERY_DIR,131438298351606235
1860,3916571678,QUERY_DIR,131438298351607979
1860,3916571678,QUERY_DIR,131438298351608537
1860,3916571678,CLOSE,131438298351609037
1860,68993041,QUERY_DIR,131438298351836800
1860,68993041,QUERY_DIR,131438298351837492
1860,68993041,QUERY_DIR,131438298351837764
1860,68993041,CLOSE,131438298351838126
1860,2132978640,QUERY_DIR,131438298351842592
1860,2132978640,QUERY_DIR,131438298351842980
1860,2132978640,QUERY_DIR,131438298351847438
1860,2132978640,CLOSE,131438298351847849
2764,3411640957,QUERY_DIR,131438298358154371
2764,3411640957,CLOSE,131438298358155335
2764,4076594001,EXTENSION,131438298358207016
2764,4076594001,OPEN,131438298358207453
2764,4076594001,CLOSE,131438298358207890
2764,4076594001,OPEN,131438298358215730
2764,4076594001,CLOSE,131438298358216783
2764,4076594001,OPEN,131438298358217827
2764,4076594001,READ,131438298358218840
2764,4076594001,READ,131438298358219108
2764,4076594001,CLOSE,131438298358219474
2764,3411640957,OPEN,131438298358213535
2764,3411640957,QUERY_DIR,131438298358446813
2764,3411640957,CLOSE,131438298358447215
2764,3411640957,OPEN,131438298358582589
2764,3411640957,QUERY_DIR,131438298358583017
2764,3411640957,CLOSE,131438298358583334
1860,3916571678,QUERY_DIR,131438298361506706
1860,3916571678,QUERY_DIR,131438298361507063
1860,3916571678,QUERY_DIR,131438298361507223
1860,3916571678,CLOSE,131438298361507469
3368,2276005112,QUERY_DIR,131438298361583045
3368,2276005112,OPEN,131438298361587217
3368,2276005112,CLOSE,131438298361587525
3368,2276005112,QUERY_DIR,131438298361593959
3368,2276005112,OPEN,131438298361597368
3368,2276005112,CLOSE,131438298361597667
1860,2132978640,OPEN,131438298361812986
1860,2132978640,CLOSE,131438298361813361
1860,2132978640,OPEN,131438298361814257
1860,2132978640,CLOSE,131438298361814490
1860,2132978640,OPEN,131438298361815400
1860,2132978640,QUERY_DIR,131438298361815654
1860,2132978640,QUERY_DIR,131438298361815971
1860,2132978640,QUERY_DIR,131438298361820549
1860,2132978640,CLOSE,131438298361820808
1860,68993041,OPEN,131438298361822285
1860,68993041,CLOSE,131438298361822530
1860,68993041,OPEN,131438298361823436
1860,68993041,CLOSE,131438298361823664
1860,68993041,OPEN,131438298361824489
1860,68993041,QUERY_DIR,131438298361824712
1860,68993041,QUERY_DIR,131438298361824944
1860,68993041,QUERY_DIR,131438298361825092
1860,68993041,CLOSE,131438298361825306
3368,2276005112,QUERY_DIR,131438298362162888
3368,2276005112,CLOSE,131438298362164267
3368,2276005112,OPEN,131438298362168261
3368,2276005112,QUERY_DIR,131438298362169572
3368,2276005112,OPEN,131438298362180523
3368,2276005112,CLOSE,131438298362181415
3368,2276005112,QUERY_DIR,131438298362193311
3368,2276005112,OPEN,131438298362203735
3368,2276005112,CLOSE,131438298362204601
3368,2276005112,QUERY_DIR,131438298362542156
3368,2276005112,CLOSE,131438298362543419
3368,2558218463,QUERY_DIR,131438298362577296
3368,2558218463,CLOSE,131438298362577760
3368,1401765974,QUERY_DIR,131438298362579273
3368,1401765974,CLOSE,131438298362579585
3368,129555015,QUERY_DIR,131438298362580853
3368,129555015,CLOSE,131438298362581152
4064,1615841650,QUERY_DIR,131438298363231328
4064,1615841650,CLOSE,131438298363233751
1860,2149788284,EXTENSION,131438298365258294
1860,3916571678,OPEN,131438298371514041
1860,3916571678,CLOSE,131438298371515166
1860,3916571678,OPEN,131438298371517687
1860,3916571678,CLOSE,131438298371518374
1860,3916571678,OPEN,131438298371521529
1860,3916571678,QUERY_DIR,131438298371522238
1860,3916571678,QUERY_DIR,131438298371522966
1860,3916571678,QUERY_DIR,131438298371523416
1860,3916571678,CLOSE,131438298371524046
1860,68993041,OPEN,131438298371817907
1860,68993041,CLOSE,131438298371818965
1860,68993041,OPEN,131438298371822178
1860,68993041,CLOSE,131438298371822892
1860,68993041,OPEN,131438298371825440
1860,68993041,QUERY_DIR,131438298371826136
1860,68993041,QUERY_DIR,131438298371826872
1860,68993041,QUERY_DIR,131438298371827323
1860,68993041,CLOSE,131438298371827938
1860,2132978640,OPEN,131438298371831785
1860,2132978640,CLOSE,131438298371834083
1860,2132978640,OPEN,131438298371836707
1860,2132978640,CLOSE,131438298371837349
1860,2132978640,OPEN,131438298371840330
1860,2132978640,QUERY_DIR,131438298371841035
1860,2132978640,QUERY_DIR,131438298371841785
1860,2132978640,QUERY_DIR,131438298371854480
1860,2132978640,CLOSE,131438298371855198
3368,2276005112,QUERY_DIR,131438298373371954
3368,2276005112,QUERY_DIR,131438298373395880
3368,2276005112,OPEN,131438298373403314
3368,2276005112,CLOSE,131438298373404051
3368,2276005112,QUERY_DIR,131438298374082580
3368,2276005112,CLOSE,131438298374083017
3368,2845002167,QUERY_DIR,131438298374291999
3368,2845002167,CLOSE,131438298374292351
3368,958900972,QUERY_DIR,131438298374293431
3368,958900972,CLOSE,131438298374293735
3368,4227090974,QUERY_DIR,131438298374294730
3368,4227090974,CLOSE,131438298374295055
1868,1615841650,QUERY_DIR,131438298395092127
1868,1615841650,CLOSE,131438298395093095
1860,3916571678,OPEN,131438298396583145
1860,3916571678,CLOSE,131438298396583551
1860,3916571678,OPEN,131438298396584443
1860,3916571678,CLOSE,131438298396584689
1860,3916571678,OPEN,131438298396585595
1860,3916571678,QUERY_DIR,131438298396585845
1860,3916571678,QUERY_DIR,131438298396586117
1860,3916571678,QUERY_DIR,131438298396586277
1860,3916571678,CLOSE,131438298396586501
1860,2132978640,OPEN,131438298396588183
1860,2132978640,CLOSE,131438298396588424
1860,2132978640,OPEN,131438298396589272
1860,2132978640,CLOSE,131438298396589740
1860,2132978640,OPEN,131438298396590682
1860,2132978640,QUERY_DIR,131438298396590909
1860,2132978640,QUERY_DIR,131438298396591172
1860,2132978640,QUERY_DIR,131438298396595470
1860,2132978640,CLOSE,131438298396595719
1860,68993041,OPEN,131438298396597125
1860,68993041,CLOSE,131438298396597370
1860,68993041,OPEN,131438298396598169
1860,68993041,CLOSE,131438298396598397
1860,68993041,OPEN,131438298396599222
1860,68993041,QUERY_DIR,131438298396599668
1860,68993041,QUERY_DIR,131438298396599932
1860,68993041,QUERY_DIR,131438298396600083
1860,68993041,CLOSE,131438298396600311
2764,2845002167,QUERY_DIR,131438298396787634
2764,2845002167,CLOSE,131438298396788075
2764,2514159249,QUERY_DIR,131438298396792578
2764,2514159249,CLOSE,131438298396792868
2764,4129045108,QUERY_DIR,131438298396794626
2764,4129045108,CLOSE,131438298396794920
2624,2845002167,QUERY_DIR,131438298398482140
2624,2845002167,CLOSE,131438298398503877
2624,2845002167,OPEN,131438298398851003
2624,2845002167,CLOSE,131438298398851797
2624,2845002167,OPEN,131438298398852341
2624,2845002167,QUERY_DIR,131438298398852596
2624,2845002167,CLOSE,131438298398853229
2764,2845002167,OPEN,131438298400268980
2764,2845002167,QUERY_DIR,131438298400269813
2764,2845002167,CLOSE,131438298400270322
2764,958900972,QUERY_DIR,131438298400272049
2764,3411640957,QUERY_DIR,131438298400564804
2764,2804808372,QUERY_DIR,131438298400566732
2764,4129045108,OPEN,131438298400599030
2764,4129045108,CLOSE,131438298400599347
2764,4129045108,OPEN,131438298400609244
2764,4129045108,CLOSE,131438298400610163
2764,3411640957,QUERY_DIR,131438298400637386
2764,2804808372,QUERY_DIR,131438298400637828
2764,3411640957,CLOSE,131438298400822196
2764,2804808372,CLOSE,131438298400822812
2764,2845002167,OPEN,131438298401392473
2764,2845002167,QUERY_DIR,131438298401392817
2764,2845002167,CLOSE,131438298401393187
2764,958900972,OPEN,131438298401393990
2764,958900972,QUERY_DIR,131438298401394236
2764,958900972,CLOSE,131438298401394561
2764,3411640957,OPEN,131438298402673653
2764,3411640957,CLOSE,131438298402674059
2764,496727425,QUERY_DIR,131438298402953101
2764,496727425,QUERY_DIR,131438298402953445
2764,496727425,CLOSE,131438298402953739
2764,2514159249,OPEN,131438298403085499
2764,2514159249,CLOSE,131438298403085909
2764,2514159249,OPEN,131438298403086597
2764,2514159249,CLOSE,131438298403086833
2764,2514159249,OPEN,131438298403087529
2764,2514159249,CLOSE,131438298403087810
2764,2514159249,OPEN,131438298403088529
2764,2514159249,CLOSE,131438298403088819
2764,2514159249,OPEN,131438298403114044
2764,2514159249,CLOSE,131438298403143935
2764,2514159249,OPEN,131438298403145337
2764,2514159249,CLOSE,131438298403145613
2764,2514159249,OPEN,131438298403146434
2764,2514159249,CLOSE,131438298403146747
2764,2514159249,OPEN,131438298403147536
2764,2514159249,CLOSE,131438298403147849
2764,2514159249,OPEN,131438298403172133
2764,2514159249,CLOSE,131438298403172588
2764,2514159249,OPEN,131438298403173293
2764,2514159249,CLOSE,131438298403173534
2764,2514159249,OPEN,131438298403174221
2764,2514159249,CLOSE,131438298403174506
2764,2514159249,OPEN,131438298403175220
2764,2514159249,CLOSE,131438298403175510
2764,2514159249,OPEN,131438298403202854
2764,2514159249,CLOSE,131438298403203189
2764,2514159249,OPEN,131438298403203872
2764,2514159249,CLOSE,131438298403204113
2764,2514159249,OPEN,131438298403204804
2764,2514159249,CLOSE,131438298403205077
2764,2514159249,OPEN,131438298403205786
2764,2514159249,CLOSE,131438298403206076
2764,2514159249,OPEN,131438298403226084
2764,2514159249,CLOSE,131438298403226428
2764,2514159249,OPEN,131438298403227115
2764,2514159249,CLOSE,131438298403227347
2764,2514159249,OPEN,131438298403228043
